time,x1,y1,x2,y2
0.0,-1.03,2.49,-3.04,-1.1
0.03333333333333333,-1.0329733515922663,2.488767980015941,-3.038910725997289,-1.1035036197411778
0.06666666666666667,-1.0418983290242374,2.4850448460496533,-3.03564462787811,-1.1140072066087012
0.1,-1.0567890786144711,2.478749054954346,-3.030207148784231,-1.1314893133326922
0.13333333333333333,-1.0776670820307883,2.469743654896378,-3.02260824942853,-1.1559154260006168
0.16666666666666666,-1.1045579578047522,2.4578347811376813,-3.012863699714869,-1.1872398484029891
0.2,-1.1374868761385561,2.442769685892981,-3.000996801484768,-1.225408409912389
0.23333333333333334,-1.1764724873045684,2.4242344482577374,-2.987040451795645,-1.2703620564255176
0.26666666666666666,-1.2215192474841043,2.401851565926195,-2.9710394239456153,-1.3220413854928927
0.3,-1.2726080204540646,2.3751776954043673,-2.9530527082771143,-1.3803921756157707
0.3333333333333333,-1.3296848436739261,2.343701881981148,-2.9331557180293015,-1.445371931946482
0.36666666666666664,-1.3926477786779685,2.306844703604266,-2.9114421299814417,-1.5169574222458346
0.4,-1.4613318247947018,2.2639588404796265,-2.8880250998470123,-1.5951531041198024
0.43333333333333335,-1.5354919691251236,2.2143316679498164,-2.8630375747380583,-1.6800002443731834
0.4666666666666667,-1.6147845809547983,2.157190543117641,-2.8366314277624856,-1.7715864027519992
0.5,-1.6987475397426242,2.091711499818951,-2.8089751725866856,-1.870054797500841
0.5333333333333333,-1.7867797122079454,2.017032060492271,-2.780250088592717,-1.975612895705958
0.5666666666666667,-1.8781206572932703,1.9322687909313347,-2.75064470859938,-2.088539389947152
0.6,-1.9718317168852417,1.8365400360372928,-2.7203477952821604,-2.209188553784485
0.6333333333333333,-2.066779907287849,1.7289939552960862,-2.6895401559092726,-2.337990838020206
0.6666666666666666,-2.161626203955556,1.6088415106548244,-2.658385902624815,-2.4754485075890464
0.7,-2.254819833236429,1.4753934545757146,-2.627024027198719,-2.622125154115107
0.7333333333333333,-2.3445999612122437,1.3280996668612841,-2.595561379092887,-2.778628069908941
0.7666666666666666,-2.429005616459875,1.1665884886548785,-2.564068255563688,-2.9455827303942232
0.8,-2.5058937448378655,0.9907031470723662,-2.532577770609141,-3.1235989600657903
0.8333333333333334,-2.5729639729307374,0.8005321430496817,-2.5010899153199597,-3.313228655247447
0.8666666666666667,-2.627787038454722,0.5964307905294909,-2.469580732945372,-3.5149150438739776
0.9,-2.66783210503602,0.37903211920274815,-2.4380163241049337,-3.728933145963646
0.9333333333333333,-2.6904865514994643,0.14924718705042284,-2.4063705202618104,-3.955320047345574
0.9666666666666667,-2.6930605535879835,-0.09174248072877617,-2.374644061054154,-4.193791397606308
1.0,-2.6727680511330085,-0.3424940744921944,-2.342881936646506,-4.443636592266185
1.0333333333333332,-2.626675695429903,-0.6013034104310435,-2.3111839110562573,-4.70357844007586
1.0666666666666667,-2.5516125993326724,-0.8661780630626992,-2.279700273798637,-4.971572117846627
1.1,-2.4440381367369834,-1.1347554722503679,-2.248598563825017,-5.244500234907719
1.1333333333333333,-2.299879511025972,-1.4041185023980205,-2.2179729717474665,-5.517692740793883
1.1666666666666667,-2.114396614970013,-1.6704263932217105,-2.1876375519772884,-5.784164474364018
1.2,-1.8822679012274683,-1.9282286614481787,-2.156684550260028,-6.03345709221925
1.2333333333333334,-1.5984441122157511,-2.1693233696248146,-2.1226120163158697,-6.250185251508394
1.2666666666666666,-1.2609279544987078,-2.3813876953521222,-2.0799320589930046,-6.4134282306593935
1.3,-0.876299864930767,-2.548132362494113,-2.019213073633962,-6.500570264216464
1.3333333333333333,-0.46388954170381064,-2.65436481812646,-1.9295311285183816,-6.498824955900585
1.3666666666666667,-0.049707797037948254,-2.6941356955730975,-1.8048218219373788,-6.4153659403249845
1.4,0.34592324450783535,-2.6722912008052333,-1.6470087690105073,-6.271755976586224
1.4333333333333333,0.7128249265985762,-2.5985811382969786,-1.4627305596408546,-6.090683931058177
1.4666666666666666,1.04758176537096,-2.4825887379052807,-1.2592458845967598,-5.88938369037387
1.5,1.3496647038197267,-2.332168346734719,-1.0426467268239232,-5.679470227387795
1.5333333333333332,1.6193985975046228,-2.1536207755270333,-0.8175716519657951,-5.468532218814151
1.5666666666666667,1.8572069839610998,-1.95224169262391,-0.5873855894898604,-5.2615176566029715
1.6,2.0634493144103083,-1.7327937545471834,-0.3544153580481544,-5.061629767984775
1.6333333333333333,2.238497695999522,-1.4998192268154105,-0.12014610645645274,-4.870857128466931
1.6666666666666667,2.382896137976513,-1.2578030059973462,0.11461935595752107,-4.690279592215166
1.7,2.497527726900015,-1.0112124923176007,0.3496180484913374,-4.520248913083966
1.7333333333333334,2.583748176369189,-0.764443633589058,0.5849853458938408,-4.360507718540567
1.7666666666666666,2.643460990379244,-0.5217049800304231,0.8211087848828807,-4.210287255172712
1.8,2.679122836818174,-0.2868733776712187,1.0584811889775845,-4.068408049665584
1.8333333333333333,2.693680601653656,-0.06335342595034188,1.297564037890861,-3.9333947290256255
1.8666666666666667,2.690452804454866,0.14603313009344412,1.5386745753273028,-3.8036055584395982
1.9,2.672975541773425,0.3391113975886275,1.781908234484735,-3.6773691602558056
1.9333333333333333,2.6448357348443188,0.5143648041036591,2.0271026425168777,-3.5531161643378146
1.9666666666666666,2.6095125040521427,0.6708976818890673,2.2738426355269423,-3.429492576385565
2.0,2.570242398145311,0.8083593060250717,2.521499390091084,-3.3054440199464894
2.033333333333333,2.529917776943104,0.9268429819115459,2.769292469895135,-3.180264600203422
2.0666666666666664,2.491021438972203,1.02677397784676,3.0163619748917094,-3.053609518209983
2.1,2.4555955949567965,1.1087981379702025,3.261838909615959,-2.925475397328816
2.1333333333333333,2.4252399289345217,1.1736799000552491,3.5049046131003667,-2.796155649752349
2.1666666666666665,2.401131737410468,1.2222150443063864,3.7448336286166737,-2.66617973906768
2.2,2.3840607108617675,1.2551604169443191,3.981017821912488,-2.5362450140640185
2.2333333333333334,2.374471429369538,1.273180442496988,4.2129722383340305,-2.4071483604076014
2.2666666666666666,2.3725076867534547,1.2768085778157603,4.440324814328659,-2.2797228261428226
2.3,2.378053990071048,1.2664209332608165,4.662792605687995,-2.154782160124074
2.3333333333333335,2.390770738924459,1.242218975469087,4.880146816999889,-2.033074243883711
2.3666666666666667,2.4101204909482803,1.2042183997124454,5.092167821133996,-1.9152429066867702
2.4,2.4353832581680623,1.1522418319551595,5.298589709005462,-1.8017966623852197
2.433333333333333,2.465658903461839,1.0859140158318004,5.499031780004764,-1.6930825037161017
2.466666666666667,2.4998544240577556,1.0046597825153836,5.6929117613156,-1.5892630810039723
2.5,2.5366533333044834,0.9077079646558965,5.87933245866502,-1.490296599604086
2.533333333333333,2.5744638837673675,0.7941096588098275,6.056930456905031,-1.3959212019226603
2.5666666666666664,2.611343694869586,0.662788874327736,6.22367440669377,-1.3056507579555672
2.6,2.644903537730666,0.5126602255047243,6.37660759348991,-1.218799098356072
2.6333333333333333,2.672209442585291,0.3428720441388905,6.511560652612824,-1.1345669744831663
2.6666666666666665,2.6897409528063068,0.15324973411953882,6.622945257017832,-1.0522465863068209
2.7,2.6935269989308335,-0.055032675050943725,6.7039010784683875,-0.9715947616567147
2.7333333333333334,2.679616178706291,-0.2787394266096136,6.747211745227825,-0.8933279266050702
2.7666666666666666,2.644889269484682,-0.5123694633409003,6.747159204676809,-0.8194604079678229
2.8,2.5878242405576977,-0.7490351947354034,6.70155557372181,-0.7530741319856056
2.8333333333333335,2.508626771992086,-0.9821443765212574,6.612484766387443,-0.6974834205100242
2.8666666666666667,2.4086356633078543,-1.2067381025942143,6.485219554198678,-0.6553558461694078
2.9,2.2895253030935274,-1.4197680555489192,6.326359930972954,-0.6283165811093455
2.933333333333333,2.152777394378334,-1.6196111754725755,6.142403809000403,-0.617026097641074
2.966666666666667,1.9994947193292927,-1.8054180789719092,5.939084740266658,-0.621445743532333
3.0,1.8304250614639752,-1.9766082310102084,5.7212366302607265,-0.6410901276565065
3.033333333333333,1.6460728799264028,-2.1325577231553954,5.492891780241816,-0.6752072065802978
3.0666666666666664,1.4468372487004395,-2.272431008081691,5.257439512204665,-0.7228957616477186
3.1,1.2331550333158254,-2.3951057712007278,5.017771711195585,-0.7831849516203532
3.1333333333333333,1.005644750642385,-2.4991606120188097,4.77639118001001,-0.8550965487262261
3.1666666666666665,0.7652493524778475,-2.582913172284728,4.535477742140602,-0.9377030618632078
3.2,0.5133724643957156,-2.6445070064506004,4.296912593908334,-1.0301881433397873
3.2333333333333334,0.25199614990521335,-2.6820491621843128,4.062262615677376,-1.131909472856821
3.2666666666666666,-0.016238389947806464,-2.6937978482680163,3.83272747703838,-1.242458243252566
3.3,-0.2880099538326377,-2.6783915328549797,3.609055334040425,-1.3617036671308662
3.3333333333333335,-0.5593779079865608,-2.635099134954136,3.3914382710119426,-1.4898068172387924
3.3666666666666667,-0.8259371273951319,-2.5640590934995777,3.179405683734026,-1.627187579119658
3.4,-1.08306428451988,-2.4664677400847244,2.9717405415428884,-1.7744333891766921
